termID	termDef	totalTermGenes	totalTermSizeAA	nConvGenes	nConvSites	nDivGenes	nDivSites	totalMutatedGenes	funcClust
MP:0003106	abnormal fear-related response	46	24621	5	6	6	7	10	behavior
MP:0003107	abnormal response to novelty	187	98946	23	28	27	30	40	behavior
MP:0003108	short zygomatic bone	4	1365	0	0	0	0	0	craniofacial
MP:0003109	short femur	99	48669	13	13	12	14	22	limb
MP:0003110	absent malleus processus brevis	5	2071	0	0	0	0	0	hearing
MP:0003111	abnormal cell nucleus morphology	129	68458	12	14	23	32	30	cellular
MP:0003112	enlarged parathyroid gland	5	1337	0	0	0	0	0	gland
MP:0003115	abnormal respiratory system development	149	73689	14	15	13	14	21	respiratory
MP:0003116	rickets	13	4807	2	2	5	5	5	skeleton
MP:0003119	abnormal digestive system development	89	44774	7	7	8	8	13	digestive
MP:0003120	abnormal tracheal cartilage morphology	33	19369	5	5	3	4	7	respiratory
MP:0003121	genetic imprinting	32	16491	3	3	3	3	6	cellular
MP:0003122	maternal imprinting	16	6673	0	0	2	2	2	cellular
MP:0003123	paternal imprinting	9	2560	2	2	1	1	3	cellular
MP:0003124	hypospadia	10	4653	1	1	0	0	1	renal
MP:0003125	abnormal septation of the cloaca	4	1556	0	0	0	0	0	development
MP:0003126	abnormal external female genitalia morphology	17	9724	1	1	2	2	3	reproduction
MP:0003127	abnormal clitoris morphology	8	5290	0	0	2	2	2	reproduction
MP:0003128	splayed clitoris	1	292	0	0	0	0	0	reproduction
MP:0003129	persistent cloaca	4	2769	1	1	1	1	1	reproduction
MP:0003130	anal atresia	9	4752	1	1	0	0	1	digestive
MP:0003131	increased erythrocyte cell number	60	28372	8	9	8	10	13	blood
MP:0003132	increased pre-B cell number	28	8426	1	1	3	3	4	immune
MP:0003133	increased early pro-B cell number	4	935	0	0	0	0	0	immune
MP:0003134	increased late pro-B cell number	1	1062	0	0	1	1	1	immune
MP:0003135	increased erythroid progenitor cell number	37	19813	7	8	7	10	11	blood
MP:0003136	yellow coat color	13	6150	2	2	4	4	5	skin
MP:0003137	abnormal impulse conducting system conduction	134	74637	21	28	17	30	29	cardiovascular
MP:0003138	absent tympanic ring	17	7484	1	1	3	3	3	hearing
MP:0003139	patent ductus arteriosus	14	8444	0	0	2	2	2	cardiovascular
MP:0003140	dilated heart atrium	59	35716	3	3	4	4	6	cardiovascular
MP:0003141	cardiac fibrosis	146	86696	24	31	19	33	34	cardiovascular
MP:0003142	anotia	7	2431	0	0	1	1	1	hearing
MP:0003143	enlarged otoliths	5	3603	2	5	1	3	2	hearing
MP:0003144	decreased otolith number	4	3129	1	4	1	3	1	hearing
MP:0003145	detached otolithic membrane	2	2000	0	0	1	3	1	hearing
MP:0003146	absent cochlear ganglion	6	5650	1	2	1	3	1	hearing
MP:0003147	absent cochlea	6	1703	0	0	0	0	0	hearing
MP:0003148	decreased cochlear coiling	16	8229	0	0	1	1	1	hearing
MP:0003149	abnormal tectorial membrane morphology	27	16732	6	9	5	11	8	hearing
MP:0003150	detached tectorial membrane	5	3869	2	5	1	3	2	hearing
MP:0003151	absent tunnel of Corti	6	4064	1	1	3	3	3	hearing
MP:0003152	abnormal pillar cell differentiation	3	799	0	0	0	0	0	hearing
MP:0003153	early eyelid opening	9	5303	1	1	2	2	2	vision
MP:0003154	abnormal soft palate morphology	11	4792	0	0	0	0	0	craniofacial
MP:0003155	abnormal telomere length	12	4271	3	3	2	2	4	cellular
MP:0003156	abnormal leukocyte migration	130	48703	16	18	17	23	30	immune
MP:0003157	impaired muscle relaxation	16	12764	5	7	0	0	5	muscle
MP:0003158	dysphagia	8	2566	1	1	1	1	1	behavior
MP:0003159	abnormal esophageal smooth muscle morphology	7	3969	2	2	1	1	3	muscle
MP:0003160	abnormal esophagus development	8	4329	1	1	2	2	3	digestive
MP:0003161	absent lateral semicircular canal	13	6271	0	0	1	1	1	hearing
MP:0003162	decreased lateral semicircular canal size	10	5445	0	0	1	1	1	hearing
MP:0003163	absent posterior semicircular canal	10	4882	0	0	1	1	1	hearing
MP:0003164	decreased posterior semicircular canal size	8	5482	1	1	1	1	2	hearing
MP:0003165	absent superior semicircular canal	5	1109	0	0	0	0	0	hearing
MP:0003166	decreased superior semicircular canal size	6	4027	0	0	1	1	1	hearing
MP:0003167	abnormal scala tympani morphology	3	1442	0	0	0	0	0	hearing
MP:0003168	abnormal scala vestibuli morphology	4	1068	0	0	0	0	0	hearing
MP:0003169	abnormal scala media morphology	184	107240	32	42	36	51	53	hearing
MP:0003171	phenotypic reversion	9	4671	1	1	1	1	2	others
MP:0003172	abnormal lysosome physiology	32	13252	2	2	2	2	4	cellular
MP:0003173	decreased lysosomal enzyme secretion	4	1897	1	1	0	0	1	cellular
MP:0003174	increased lysosomal enzyme secretion	3	754	0	0	0	0	0	cellular
MP:0003175	reversion by mitotic recombination	2	742	1	1	0	0	1	others
MP:0003176	reversion by viral sequence excision	2	2169	0	0	0	0	0	others
MP:0003177	allodynia	11	4956	0	0	1	1	1	behavior
MP:0003178	left pulmonary isomerism	20	13138	3	4	8	11	8	respiratory
MP:0003179	thrombocytopenia	142	65251	10	14	18	22	24	blood
MP:0003180	abnormal pulmonary endothelial cell surface	6	1389	0	0	0	0	0	respiratory
MP:0003182	decreased pulmonary endothelial cell surface	2	649	0	0	0	0	0	respiratory
MP:0003184	increased angiotensin I-converting enzyme activity	3	1940	0	0	1	1	1	homeostasis
MP:0003185	decreased angiotensin I-converting enzyme activity	1	786	0	0	0	0	0	homeostasis
MP:0003186	abnormal redox activity	99	32576	9	10	8	9	14	cellular
MP:0003189	fused joints	126	57950	8	9	16	18	19	skeleton
MP:0003190	fused synovial joints	6	2804	0	0	0	0	0	skeleton
MP:0003191	abnormal cellular cholesterol metabolism	15	8559	1	1	4	4	4	homeostasis
MP:0003192	increased cholesterol efflux	3	2399	0	0	1	1	1	homeostasis
MP:0003193	decreased cholesterol efflux	9	6157	1	1	3	3	3	homeostasis
MP:0003194	abnormal frequency of paradoxical sleep	11	3493	0	0	1	2	1	behavior
MP:0003195	calcinosis	4	1884	2	2	1	1	2	homeostasis
MP:0003196	calcified skin	2	1237	1	1	0	0	1	skin
MP:0003197	nephrocalcinosis	18	7081	2	2	2	2	3	renal
MP:0003198	calcified tendon	1	534	0	0	0	0	0	muscle
MP:0003199	calcified muscle	7	2453	1	1	1	1	2	muscle
MP:0003200	calcified joint	3	1314	0	0	1	1	1	skeleton
MP:0003201	extremity edema	7	3281	1	1	1	1	1	homeostasis
MP:0003202	abnormal neuron apoptosis	214	96350	24	28	31	35	51	nervous
MP:0003203	increased neuron apoptosis	151	70566	14	15	27	29	37	nervous
MP:0003204	decreased neuron apoptosis	69	28861	10	12	11	14	19	nervous
MP:0003205	testicular atrophy	46	19939	3	5	7	8	8	reproduction
MP:0003207	decreased cellular sensitivity to gamma-irradiation	16	7943	3	4	3	4	5	cellular
MP:0003208	abnormal neuromere morphology	27	9804	0	0	1	1	1	nervous
MP:0003209	abnormal pulmonary elastic fiber morphology	16	5503	1	1	2	2	3	respiratory
MP:0003211	abnormal aorta elastic fiber morphology	14	7364	2	2	2	3	3	cardiovascular
MP:0003212	increased susceptibility to age related obesity	16	8850	3	4	2	2	5	growth
MP:0003213	decreased susceptibility to age related obesity	8	3579	1	1	2	2	2	growth
MP:0003214	neurofibrillary tangles	4	1940	1	1	0	0	1	nervous
MP:0003215	renal interstitial fibrosis	42	16574	4	5	2	3	5	renal
MP:0003216	absence seizures	27	16508	3	4	1	1	4	nervous
MP:0003221	abnormal cardiomyocyte apoptosis	59	38265	12	13	9	17	16	cardiovascular
MP:0003222	increased cardiomyocyte apoptosis	50	35553	12	13	9	17	16	cardiovascular
MP:0003223	decreased cardiomyocyte apoptosis	10	2931	0	0	0	0	0	cardiovascular
MP:0003224	neuron degeneration	294	166259	49	63	64	80	91	nervous
MP:0003225	axonal dystrophy	11	11377	3	4	2	2	4	nervous
MP:0003226	absent modiolus	1	262	0	0	0	0	0	hearing
MP:0003227	abnormal vascular branching morphogenesis	34	23428	1	2	1	2	2	cardiovascular
MP:0003228	abnormal sinus venosus morphology	9	2850	0	0	0	0	0	cardiovascular
MP:0003229	abnormal vitelline vasculature morphology	169	100614	11	13	14	15	23	cardiovascular
MP:0003230	abnormal umbilical artery morphology	8	2444	2	2	1	1	3	cardiovascular
MP:0003231	abnormal placenta vasculature	109	66829	6	9	15	18	19	cardiovascular
MP:0003232	abnormal forebrain development	188	114356	20	24	27	30	42	nervous
MP:0003233	prolonged QT interval	26	17580	4	5	5	12	5	cardiovascular
MP:0003234	enhanced NMDA-mediated synaptic currents	6	3427	1	1	1	1	2	nervous
MP:0003235	abnormal alisphenoid bone morphology	31	13473	1	1	3	3	3	craniofacial
MP:0003236	abnormal lens capsule morphology	17	9329	4	5	7	12	7	vision
MP:0003237	abnormal lens epithelium morphology	30	13775	4	6	3	4	5	vision
MP:0003240	loss of hippocampal neurons	13	7999	1	1	2	2	3	nervous
MP:0003241	loss of cortex neurons	19	13454	2	3	3	4	4	nervous
MP:0003242	loss of basal ganglia neurons	2	2340	0	0	1	1	1	nervous
MP:0003243	abnormal dopaminergic neuron morphology	40	17030	4	6	6	6	8	nervous
MP:0003244	loss of dopaminergic neurons	18	5556	1	1	3	3	3	nervous
MP:0003245	abnormal GABAergic neuron morphology	22	8209	1	1	1	1	2	nervous
MP:0003246	loss of GABAergic neurons	8	2277	1	1	1	1	2	nervous
MP:0003247	abnormal glutaminergic neuron morphology	8	2033	0	0	0	0	0	nervous
MP:0003248	loss of glutamate neurons	2	520	0	0	0	0	0	nervous
MP:0003250	absent gallbladder	5	1491	0	0	0	0	0	liver
MP:0003252	abnormal bile duct physiology	31	16436	3	3	5	8	6	liver
MP:0003253	dilated bile duct	6	5081	0	0	0	0	0	liver
MP:0003254	bile duct inflammation	4	3616	0	0	0	0	0	immune
MP:0003255	bile duct proliferation	10	8107	1	1	0	0	1	liver
MP:0003256	biliary cirrhosis	1	953	0	0	0	0	0	liver
MP:0003257	abnormal abdominal wall morphology	70	48222	5	5	9	9	13	growth
MP:0003262	intestinal/bowel diverticulum	1	569	0	0	0	0	0	digestive
MP:0003266	biliary cyst	4	2515	0	0	0	0	0	liver
MP:0003267	constipation	3	1217	0	0	1	1	1	digestive
MP:0003268	chronic constipation	1	183	0	0	0	0	0	digestive
MP:0003269	colon polyps	13	7326	0	0	1	1	1	digestive
MP:0003270	intestinal obstruction	19	9691	1	1	2	2	3	digestive
MP:0003271	abnormal duodenum morphology	38	15612	3	3	5	10	7	digestive
MP:0003276	esophageal atresia	6	3720	1	1	2	2	3	digestive
MP:0003277	increased esophageal papilloma incidence	5	2698	1	1	1	1	2	tumorigenesis
MP:0003278	esophageal inflammation	5	498	0	0	0	0	0	immune
MP:0003279	aneurysm	44	28840	7	7	4	6	7	cardiovascular
MP:0003280	urinary incontinence	9	7870	2	3	3	3	3	renal
MP:0003281	fecal incontinence	1	4327	1	2	1	1	1	digestive
MP:0003282	gastric ulcer	3	1249	0	0	0	0	0	digestive
MP:0003283	abnormal digestive organ placement	23	12635	3	3	6	6	7	digestive
MP:0003285	gastric hypertrophy	5	2297	0	0	1	3	1	digestive
MP:0003288	intestinal edema	16	5266	1	1	0	0	1	homeostasis
MP:0003289	abnormal intestinal peristalsis	21	8558	5	5	5	5	7	digestive
MP:0003290	intestinal hypoperistalsis	16	6618	3	3	4	4	5	digestive
MP:0003292	melena	7	7908	2	2	0	0	2	digestive
MP:0003293	rectal hemorrhage	15	7425	1	1	1	1	2	cardiovascular
MP:0003299	gastric polyps	7	5015	1	1	0	0	1	digestive
MP:0003300	gastrointestinal ulcer	32	14034	2	2	3	4	5	digestive
MP:0003301	peptic ulcer	4	1888	1	1	0	0	1	digestive
MP:0003303	peritoneal inflammation	16	8237	2	2	1	1	3	immune
MP:0003304	large intestinal inflammation	115	42947	12	16	6	9	17	immune
MP:0003305	proctitis	1	297	0	0	0	0	0	immune
MP:0003306	small intestinal inflammation	39	13075	3	3	2	2	5	immune
MP:0003307	pyloric stenosis	3	1921	0	0	1	3	1	digestive
MP:0003308	abnormal cochlear sensory epithelium morphology	162	94231	30	40	31	43	46	hearing
MP:0003309	abnormal modiolus morphology	2	599	0	0	0	0	0	hearing
MP:0003310	reduced modiolus	1	337	0	0	0	0	0	hearing
MP:0003311	aminoaciduria	22	8174	2	2	3	3	5	homeostasis
MP:0003312	abnormal locomotor coordination	516	300476	69	81	86	99	126	behavior
MP:0003313	abnormal locomotor activation	904	460214	109	129	132	160	206	behavior
MP:0003314	dysmetria	3	2395	0	0	1	2	1	behavior
MP:0003315	abnormal perineum morphology	23	9103	1	1	2	2	3	reproduction
MP:0003316	perineal fistula	1	150	0	0	1	1	1	reproduction
MP:0003320	rectovaginal fistula	1	607	0	0	0	0	0	reproduction
MP:0003321	tracheoesophageal fistula	17	8753	1	1	1	1	2	respiratory
MP:0003324	increased liver adenoma incidence	17	6794	2	2	3	3	5	liver
MP:0003325	decreased liver function	7	2248	0	0	0	0	0	liver
MP:0003326	liver failure	11	5254	0	0	2	2	2	liver
MP:0003327	liver cysts	9	4920	0	0	2	2	2	liver
MP:0003328	portal hypertension	2	1277	0	0	0	0	0	cardiovascular
MP:0003329	amyloid beta deposits	37	19886	8	10	5	8	11	nervous
MP:0003330	abnormal auditory tube	5	4336	0	0	2	2	2	hearing
MP:0003331	increased hepatocellular carcinoma incidence	71	36572	5	5	11	11	14	liver
MP:0003332	liver abscess	3	2365	1	1	1	1	1	liver
MP:0003333	liver fibrosis	48	23417	7	7	5	8	11	liver
MP:0003334	pancreas fibrosis	7	3673	0	0	0	0	0	gland
MP:0003335	exocrine pancreatic insufficiency	10	4436	1	1	2	3	3	gland
MP:0003336	pancreas cysts	18	7935	1	1	1	1	2	gland
MP:0003337	exocrine pancreas hyperplasia	2	508	0	0	0	0	0	gland
MP:0003338	pancreas lipomatosis	1	211	0	0	0	0	0	gland
MP:0003339	decreased pancreatic beta cell number	46	26708	3	4	7	10	9	gland
MP:0003340	acute pancreas inflammation	2	1801	0	0	1	1	1	immune
MP:0003341	chronic pancreas inflammation	1	214	0	0	0	0	0	immune
MP:0003342	accessory spleen	2	2803	0	0	1	1	1	spleen
MP:0003344	mammary gland hypoplasia	5	995	0	0	0	0	0	skin
MP:0003345	decreased rib number	86	38769	6	7	10	12	14	skeleton
MP:0003346	abnormal pectoral muscle morphology	3	973	0	0	0	0	0	muscle
MP:0003348	hypopituitarism	2	576	0	0	0	0	0	nervous
MP:0003349	abnormal circulating renin level	21	10504	0	0	4	4	4	homeostasis
MP:0003350	increased circulating levels of thyroid hormone	10	5752	1	1	1	1	1	homeostasis
MP:0003351	decreased circulating levels of thyroid hormone	36	13999	3	4	3	6	5	homeostasis
MP:0003352	increased circulating renin level	15	8454	0	0	3	3	3	homeostasis
MP:0003353	decreased circulating renin level	8	3196	0	0	1	1	1	homeostasis
MP:0003354	astrocytosis	90	47010	10	13	13	17	20	nervous
MP:0003355	decreased ovulation rate	23	10291	1	1	3	4	3	reproduction
MP:0003356	impaired luteinization	7	1778	0	0	1	1	1	reproduction
MP:0003357	impaired granulosa cell differentiation	11	4061	1	1	2	2	2	reproduction
MP:0003358	abnormal hypaxial muscle morphology	128	83173	22	23	14	19	25	muscle
MP:0003359	hypaxial muscle hypoplasia	4	3485	0	0	0	0	0	muscle
MP:0003360	abnormal depression-related behavior	91	45055	12	18	14	21	23	behavior
MP:0003361	abnormal circulating gonadotropin level	84	34800	5	6	8	10	13	homeostasis
MP:0003362	increased circulating gonadotropin level	48	20056	4	4	6	8	10	homeostasis
MP:0003363	decreased circulating gonadotropin level	47	19660	1	2	5	7	6	homeostasis
MP:0003364	increased insulinoma incidence	4	3879	1	1	1	2	2	gland
MP:0003365	increased glucagonoma incidence	2	738	0	0	0	0	0	gland
MP:0003366	abnormal circulating glucocorticoid level	74	24953	7	8	10	15	13	homeostasis
MP:0003368	decreased circulating glucocorticoid level	32	8199	4	4	4	5	6	homeostasis
MP:0003369	abnormal circulating estrogen level	33	18746	3	4	3	6	5	homeostasis
MP:0003370	increased circulating estrogen level	14	5656	0	0	0	0	0	homeostasis
MP:0003371	decreased circulating estrogen level	21	13506	3	4	3	6	5	homeostasis
MP:0003377	late onset of menarche	2	502	0	0	0	0	0	reproduction
MP:0003378	early sexual maturation	5	1151	0	0	0	0	0	reproduction
MP:0003379	absent sexual maturation	4	1425	0	0	0	0	0	reproduction
MP:0003380	abnormal intestine regeneration	4	1114	0	0	0	0	0	digestive
MP:0003381	vitreal fibroplasia	4	4043	1	2	1	2	1	vision
MP:0003382	straub tail	4	3072	0	0	0	0	0	behavior
MP:0003383	abnormal gluconeogenesis	50	22178	6	9	7	7	10	homeostasis
MP:0003384	abnormal ventral body wall morphology	16	6896	0	0	0	0	0	growth
MP:0003385	abnormal body wall morphology	85	54906	5	5	11	11	15	growth
MP:0003387	aorta coarctation	5	4955	0	0	1	1	1	cardiovascular
MP:0003388	absent pericardium	3	787	0	0	0	0	0	cardiovascular
MP:0003390	lymphedema	11	3723	2	2	1	1	3	homeostasis
MP:0003393	decreased cardiac output	23	14941	1	1	3	3	4	cardiovascular
MP:0003394	increased cardiac output	7	1885	0	0	0	0	0	cardiovascular
MP:0003395	abnormal subclavian artery morphology	46	25997	3	4	7	10	8	cardiovascular
MP:0003396	abnormal embryonic hematopoiesis	53	27230	7	8	4	4	10	blood
MP:0003397	increased muscle weight	10	4163	1	1	0	0	1	muscle
MP:0003398	increased skeletal muscle size	13	7274	1	1	2	2	2	muscle
MP:0003400	kinked neural tube	52	33935	9	9	5	5	13	nervous
MP:0003401	enlarged tail bud	2	427	0	0	0	0	0	limb
MP:0003402	decreased liver weight	72	32614	13	14	9	13	20	liver
MP:0003403	absent placental labyrinth	26	11830	3	3	4	4	7	development
MP:0003404	absent enamel	7	1958	0	0	1	1	1	craniofacial
MP:0003405	abnormal platelet shape	6	7163	1	1	1	1	1	blood
MP:0003406	failure of zygotic cell division	12	3740	2	2	4	4	4	development
MP:0003407	abnormal central nervous system regeneration	7	3714	1	1	3	3	4	nervous
MP:0003408	increased width of hypertrophic chondrocyte zone	41	20739	3	3	8	8	9	skeleton
MP:0003409	decreased width of hypertrophic chondrocyte zone	45	21433	3	3	3	3	5	skeleton
MP:0003410	abnormal artery development	122	62688	7	7	12	13	17	cardiovascular
MP:0003411	abnormal vein development	29	19942	1	1	3	3	3	cardiovascular
MP:0003412	abnormal afterhyperpolarization	11	5084	0	0	2	3	2	nervous
MP:0003413	hair follicle degeneration	22	10401	2	2	2	3	3	skin
MP:0003414	epidermal cyst	17	10951	2	2	1	2	2	skin
MP:0003415	priapism	10	5574	2	2	1	1	3	reproduction
MP:0003416	premature bone ossification	22	10697	1	1	2	2	3	skeleton
MP:0003417	premature endochondral bone ossification	5	1184	0	0	0	0	0	skeleton
MP:0003419	delayed endochondral bone ossification	48	24282	1	1	7	7	8	skeleton
MP:0003420	delayed intramembranous bone ossification	18	9708	2	2	5	5	5	skeleton
MP:0003421	abnormal thyroid gland development	14	3984	1	1	0	0	1	gland
MP:0003422	abnormal thrombolysis	9	4286	1	1	2	2	2	homeostasis
MP:0003423	reduced thrombolysis	4	2847	1	1	1	1	1	homeostasis
MP:0003424	premature neuronal precursor differentiation	18	6125	0	0	1	1	1	nervous
MP:0003425	abnormal optic vesicle formation	27	11541	1	1	2	2	3	vision
MP:0003426	pulmonary interstitial fibrosis	8	3230	1	1	2	2	2	respiratory
MP:0003427	parakeratosis	29	13563	3	3	6	8	8	skin
MP:0003429	insensitivity to growth hormone	2	549	0	0	0	0	0	homeostasis
MP:0003430	increased pancreatic islet cell adenoma incidence	6	4248	1	1	1	2	2	gland
MP:0003431	abnormal parathyroid gland physiology	3	761	0	0	1	1	1	gland
MP:0003432	increased activity of parathyroid	2	543	0	0	0	0	0	gland
MP:0003433	decreased activity of parathyroid	1	218	0	0	1	1	1	gland
MP:0003434	decreased susceptibility to induced choroidal neovascularization	8	3351	2	2	2	4	3	vision
MP:0003435	herniated seminal vesicle	1	223	0	0	0	0	0	reproduction
MP:0003436	decreased susceptibility to induced arthritis	56	19081	5	5	3	3	8	immune
MP:0003437	abnormal carotid body morphology	3	567	0	0	0	0	0	cardiovascular
MP:0003438	abnormal carotid body physiology	2	573	0	0	0	0	0	cardiovascular
MP:0003439	abnormal glycerol level	36	15997	5	7	4	4	6	homeostasis
MP:0003441	increased glycerol level	18	7163	1	1	1	1	2	homeostasis
MP:0003442	decreased circulating glycerol level	18	8542	3	5	2	2	3	homeostasis
MP:0003443	increased circulating glycerol level	14	5673	1	1	1	1	2	homeostasis
MP:0003444	abnormal neurotransmitter uptake	7	2824	1	2	0	0	1	nervous
MP:0003445	sirenomelia	9	3883	1	1	0	0	1	limb
MP:0003446	renal hypoplasia	57	29045	4	5	5	6	5	renal
MP:0003447	decreased tumor growth/size	89	36936	10	11	11	12	16	tumorigenesis
MP:0003448	abnormal tumor morphology	157	66474	17	18	26	31	34	tumorigenesis
MP:0003449	abnormal intestinal goblet cell morphology	56	22552	3	4	6	7	8	digestive
MP:0003450	enlarged pancreas	22	8769	4	4	4	4	7	gland
MP:0003451	absent olfactory bulb	15	12272	2	2	1	1	3	nervous
MP:0003452	abnormal parotid gland morphology	6	2067	0	0	0	0	0	gland
MP:0003453	abnormal keratinocyte physiology	83	40012	7	8	14	20	18	skin
MP:0003454	erythroderma	3	1866	1	1	1	1	1	skin
MP:0003455	decreased susceptibility to induced retinal damage	1	301	1	1	1	1	1	vision
MP:0003456	absent tail	18	6877	1	1	2	2	2	limb
